Year,Month,Week,Person Start,Location,Latitude,Longitude,,,,,,
1997,December,309,,England,51.5074,-0.1278,,,,,,
1997,December,310,,England,51.5074,-0.1278,,,,,,
1997,December,311,,England,51.5074,-0.1278,,,,,,
1997,December,312,,England,51.5074,-0.1278,,,,,,
1998,January,313,,England,51.5074,-0.1278,,,,,,
1998,January,314,,England,51.5074,-0.1278,,,,,,
1998,January,315,,England,51.5074,-0.1278,,,,,,
1998,January,316,,England,51.5074,-0.1278,,,,,,
1998,February,317,,England,51.5074,-0.1278,,,,,,
1998,February,318,,England,51.5074,-0.1278,,,,,,
1998,February,319,,England,51.5074,-0.1278,,,,,,
1998,February,320,,England,51.5074,-0.1278,,,,,,
1998,March,321,,England,51.5074,-0.1278,,,,,,
1998,March,322,,England,51.5074,-0.1278,,,,,,
1998,March,323,,England,51.5074,-0.1278,,,,,,
1998,March,324,,England,51.5074,-0.1278,,,,,,
1998,March,325,,England,51.5074,-0.1278,,,,,,
1998,April,326,,England,51.5074,-0.1278,,,,,,
1998,April,327,,England,51.5074,-0.1278,,,,,,
1998,April,328,,England,51.5074,-0.1278,,,,,,
1998,April,329,,England,51.5074,-0.1278,,,,,,
1998,May,330,,England,51.5074,-0.1278,,,,,,
1998,May,331,,England,51.5074,-0.1278,,,,,,
1998,May,332,,England,51.5074,-0.1278,,,,,,
1998,May,333,,England,51.5074,-0.1278,,,,,,
1998,May,334,,England,51.5074,-0.1278,,,,,,
1998,June,335,,England,51.5074,-0.1278,,,,,,
1998,June,336,,England,51.5074,-0.1278,,,,,,
1998,June,337,,England,51.5074,-0.1278,,,,,,
1998,June,338,,England,51.5074,-0.1278,,,,,,
1998,July,339,,England,51.5074,-0.1278,,,,,,
1998,July,340,,England,51.5074,-0.1278,,,,,,
1998,July,341,,England,51.5074,-0.1278,,,,,,
1998,July,342,,England,51.5074,-0.1278,,,,,,
1998,August,343,,England,51.5074,-0.1278,,,,,,
1998,August,344,,England,51.5074,-0.1278,,,,,,
1998,August,345,,England,51.5074,-0.1278,,,,,,
1998,August,346,,England,51.5074,-0.1278,,,,,,
1998,August,347,,England,51.5074,-0.1278,,,,,,
1998,September,348,,England,51.5074,-0.1278,,,,,,
1998,September,349,,England,51.5074,-0.1278,,,,,,
1998,September,350,,England,51.5074,-0.1278,,,,,,
1998,September,351,,England,51.5074,-0.1278,,,,,,
1998,October,352,,England,51.5074,-0.1278,,,,,,
1998,October,353,,England,51.5074,-0.1278,,,,,,
1998,October,354,,England,51.5074,-0.1278,,,,,,
1998,October,355,,England,51.5074,-0.1278,,,,,,
1998,November,356,,England,51.5074,-0.1278,,,,,,
1998,November,357,,England,51.5074,-0.1278,,,,,,
1998,November,358,,England,51.5074,-0.1278,,,,,,
1998,November,359,,England,51.5074,-0.1278,,,,,,
1998,November,360,,England,51.5074,-0.1278,,,,,,
1998,December,361,,England,51.5074,-0.1278,,,,,,
1998,December,362,,England,51.5074,-0.1278,,,,,,
1998,December,363,,England,51.5074,-0.1278,,,,,,
1998,December,364,,England,51.5074,-0.1278,,,,,,
1999,January,365,,England,51.5074,-0.1278,,,,,,
1999,January,366,,England,51.5074,-0.1278,,,,,,
1999,January,367,,England,51.5074,-0.1278,,,,,,
1999,January,368,,England,51.5074,-0.1278,,,,,,
1999,January,369,,England,51.5074,-0.1278,,,,,,
1999,February,370,,England,51.5074,-0.1278,,,,,,
1999,February,371,,England,51.5074,-0.1278,,,,,,
1999,February,372,,England,51.5074,-0.1278,,,,,,
1999,February,373,,England,51.5074,-0.1278,,,,,,
1999,March,374,,England,51.5074,-0.1278,,,,,,
1999,March,375,,England,51.5074,-0.1278,,,,,,
1999,March,376,,England,51.5074,-0.1278,,,,,,
1999,March,377,,England,51.5074,-0.1278,,,,,,
1999,April,378,,England,51.5074,-0.1278,,,,,,
1999,April,379,,England,51.5074,-0.1278,,,,,,
1999,April,380,,England,51.5074,-0.1278,,,,,,
1999,April,381,,England,51.5074,-0.1278,,,,,,
1999,May,382,,England,51.5074,-0.1278,,,,,,
1999,May,383,,England,51.5074,-0.1278,,,,,,
1999,May,384,,England,51.5074,-0.1278,,,,,,
1999,May,385,,England,51.5074,-0.1278,,,,,,
1999,May,386,,England,51.5074,-0.1278,,,,,,
1999,June,387,,England,51.5074,-0.1278,,,,,,
1999,June,388,,Mallorca,39.6953,3.0176,,,,,,
1999,June,389,,England,51.5074,-0.1278,,,,,,
1999,June,390,,England,51.5074,-0.1278,,,,,,
1999,July,391,,England,51.5074,-0.1278,,,,,,
1999,July,392,,England,51.5074,-0.1278,,,,,,
1999,July,393,,England,51.5074,-0.1278,,,,,,
1999,July,394,,England,51.5074,-0.1278,,,,,,
1999,August,395,,England,51.5074,-0.1278,,,,,,
1999,August,396,,England,51.5074,-0.1278,,,,,,
1999,August,397,,England,51.5074,-0.1278,,,,,,
1999,August,398,,England,51.5074,-0.1278,,,,,,
1999,August,399,,England,51.5074,-0.1278,,,,,,
1999,September,400,,England,51.5074,-0.1278,,,,,,
1999,September,401,,England,51.5074,-0.1278,,,,,,
1999,September,402,,England,51.5074,-0.1278,,,,,,
1999,September,403,,England,51.5074,-0.1278,,,,,,
1999,October,404,,England,51.5074,-0.1278,,,,,,
1999,October,405,,England,51.5074,-0.1278,,,,,,
1999,October,406,,England,51.5074,-0.1278,,,,,,
1999,October,407,,England,51.5074,-0.1278,,,,,,
1999,October,408,,England,51.5074,-0.1278,,,,,,
1999,November,409,,England,51.5074,-0.1278,,,,,,
1999,November,410,,England,51.5074,-0.1278,,,,,,
1999,November,411,,England,51.5074,-0.1278,,,,,,
1999,November,412,,England,51.5074,-0.1278,,,,,,
1999,December,413,,England,51.5074,-0.1278,,,,,,
1999,December,414,,England,51.5074,-0.1278,,,,,,
1999,December,415,,England,51.5074,-0.1278,,,,,,
1999,December,416,,England,51.5074,-0.1278,,,,,,
2000,January,417,,England,51.5074,-0.1278,,,,,,
2000,January,418,,England,51.5074,-0.1278,,,,,,
2000,January,419,,England,51.5074,-0.1278,,,,,,
2000,January,420,,England,51.5074,-0.1278,,,,,,
2000,January,421,,England,51.5074,-0.1278,,,,,,
2000,February,422,,England,51.5074,-0.1278,,,,,,
2000,February,423,,England,51.5074,-0.1278,,,,,,
2000,February,424,,England,51.5074,-0.1278,,,,,,
2000,February,425,,England,51.5074,-0.1278,,,,,,
2000,March,426,,England,51.5074,-0.1278,,,,,,
2000,March,427,,England,51.5074,-0.1278,,,,,,
2000,March,428,,England,51.5074,-0.1278,,,,,,
2000,March,429,,England,51.5074,-0.1278,,,,,,
2000,April,430,,England,51.5074,-0.1278,,,,,,
2000,April,431,,England,51.5074,-0.1278,,,,,,
2000,April,432,,England,51.5074,-0.1278,,,,,,
2000,April,433,,England,51.5074,-0.1278,,,,,,
2000,April,434,,England,51.5074,-0.1278,,,,,,
2000,May,435,,England,51.5074,-0.1278,,,,,,
2000,May,436,,England,51.5074,-0.1278,,,,,,
2000,May,437,,England,51.5074,-0.1278,,,,,,
2000,May,438,,England,51.5074,-0.1278,,,,,,
2000,June,439,,England,51.5074,-0.1278,,,,,,
2000,June,440,,England,51.5074,-0.1278,,,,,,
2000,June,441,,England,51.5074,-0.1278,,,,,,
2000,June,442,,England,51.5074,-0.1278,,,,,,
2000,July,443,,England,51.5074,-0.1278,,,,,,
2000,July,444,,England,51.5074,-0.1278,,,,,,
2000,July,445,,England,51.5074,-0.1278,,,,,,
2000,July,446,,England,51.5074,-0.1278,,,,,,
2000,July,447,,England,51.5074,-0.1278,,,,,,
2000,August,448,,England,51.5074,-0.1278,,,,,,
2000,August,449,,England,51.5074,-0.1278,,,,,,
2000,August,450,,England,51.5074,-0.1278,,,,,,
2000,August,451,,England,51.5074,-0.1278,,,,,,
2000,September,452,,England,51.5074,-0.1278,,,,,,
2000,September,453,,England,51.5074,-0.1278,,,,,,
2000,September,454,,England,51.5074,-0.1278,,,,,,
2000,September,455,,England,51.5074,-0.1278,,,,,,
2000,October,456,,England,51.5074,-0.1278,,,,,,
2000,October,457,,England,51.5074,-0.1278,,,,,,
2000,October,458,,England,51.5074,-0.1278,,,,,,
2000,October,459,,England,51.5074,-0.1278,,,,,,
2000,October,460,,England,51.5074,-0.1278,,,,,,
2000,November,461,,England,51.5074,-0.1278,,,,,,
2000,November,462,,England,51.5074,-0.1278,,,,,,
2000,November,463,,England,51.5074,-0.1278,,,,,,
2000,November,464,,England,51.5074,-0.1278,,,,,,
2000,December,465,,England,51.5074,-0.1278,,,,,,
2000,December,466,,England,51.5074,-0.1278,,,,,,
2000,December,467,,England,51.5074,-0.1278,,,,,,
2000,December,468,,England,51.5074,-0.1278,,,,,,
2000,December,469,,England,51.5074,-0.1278,,,,,,
2001,January,470,,England,51.5074,-0.1278,,,,,,
2001,January,471,,England,51.5074,-0.1278,,,,,,
2001,January,472,,England,51.5074,-0.1278,,,,,,
2001,January,473,,England,51.5074,-0.1278,,,,,,
2001,February,474,,England,51.5074,-0.1278,,,,,,
2001,February,475,,England,51.5074,-0.1278,,,,,,
2001,February,476,,England,51.5074,-0.1278,,,,,,
2001,February,477,,England,51.5074,-0.1278,,,,,,
2001,March,478,,England,51.5074,-0.1278,,,,,,
2001,March,479,,England,51.5074,-0.1278,,,,,,
2001,March,480,,England,51.5074,-0.1278,,,,,,
2001,March,481,,England,51.5074,-0.1278,,,,,,
2001,April,482,,England,51.5074,-0.1278,,,,,,
2001,April,483,,England,51.5074,-0.1278,,,,,,
2001,April,484,,England,51.5074,-0.1278,,,,,,
2001,April,485,,England,51.5074,-0.1278,,,,,,
2001,April,486,,England,51.5074,-0.1278,,,,,,
2001,May,487,,England,51.5074,-0.1278,,,,,,
2001,May,488,,England,51.5074,-0.1278,,,,,,
2001,May,489,,England,51.5074,-0.1278,,,,,,
2001,May,490,,England,51.5074,-0.1278,,,,,,
2001,June,491,,England,51.5074,-0.1278,,,,,,
2001,June,492,,England,51.5074,-0.1278,,,,,,
2001,June,493,,England,51.5074,-0.1278,,,,,,
2001,June,494,,England,51.5074,-0.1278,,,,,,
2001,July,495,,England,51.5074,-0.1278,,,,,,
2001,July,496,,England,51.5074,-0.1278,,,,,,
2001,July,497,,England,51.5074,-0.1278,,,,,,
2001,July,498,,England,51.5074,-0.1278,,,,,,
2001,July,499,,England,51.5074,-0.1278,,,,,,
2001,August,500,,England,51.5074,-0.1278,,,,,,
2001,August,501,,England,51.5074,-0.1278,,,,,,
2001,August,502,,England,51.5074,-0.1278,,,,,,
2001,August,503,,England,51.5074,-0.1278,,,,,,
2001,September,504,,England,51.5074,-0.1278,,,,,,
2001,September,505,,England,51.5074,-0.1278,,,,,,
2001,September,506,,England,51.5074,-0.1278,,,,,,
2001,September,507,,England,51.5074,-0.1278,,,,,,
2001,September,508,,England,51.5074,-0.1278,,,,,,
2001,October,509,,England,51.5074,-0.1278,,,,,,
2001,October,510,,England,51.5074,-0.1278,,,,,,
2001,October,511,,England,51.5074,-0.1278,,,,,,
2001,October,512,,England,51.5074,-0.1278,,,,,,
2001,November,513,,England,51.5074,-0.1278,,,,,,
2001,November,514,,England,51.5074,-0.1278,,,,,,
2001,November,515,,England,51.5074,-0.1278,,,,,,
2001,November,516,,England,51.5074,-0.1278,,,,,,
2001,November,517,,England,51.5074,-0.1278,,,,,,
2001,December,518,,England,51.5074,-0.1278,,,,,,
2001,December,519,,England,51.5074,-0.1278,,,,,,
2001,December,520,,England,51.5074,-0.1278,,,,,,
2001,December,521,,England,51.5074,-0.1278,,,,,,
2001,December,522,,England,51.5074,-0.1278,,,,,,
2002,January,523,,England,51.5074,-0.1278,,,,,,
2002,January,524,,England,51.5074,-0.1278,,,,,,
2002,January,525,,England,51.5074,-0.1278,,,,,,
2002,January,526,,England,51.5074,-0.1278,,,,,,
2002,February,527,,England,51.5074,-0.1278,,,,,,
2002,February,528,,England,51.5074,-0.1278,,,,,,
2002,February,529,,England,51.5074,-0.1278,,,,,,
2002,February,530,,England,51.5074,-0.1278,,,,,,
2002,March,531,,England,51.5074,-0.1278,,,,,,
2002,March,532,,England,51.5074,-0.1278,,,,,,
2002,March,533,,England,51.5074,-0.1278,,,,,,
2002,March,534,,England,51.5074,-0.1278,,,,,,
2002,March,535,,England,51.5074,-0.1278,,,,,,
2002,April,536,,England,51.5074,-0.1278,,,,,,
2002,April,537,,England,51.5074,-0.1278,,,,,,
2002,April,538,,England,51.5074,-0.1278,,,,,,
2002,April,539,,England,51.5074,-0.1278,,,,,,
2002,May,540,,England,51.5074,-0.1278,,,,,,
2002,May,541,,England,51.5074,-0.1278,,,,,,
2002,May,542,,England,51.5074,-0.1278,,,,,,
2002,May,543,,England,51.5074,-0.1278,,,,,,
2002,June,544,,England,51.5074,-0.1278,,,,,,
2002,June,545,,England,51.5074,-0.1278,,,,,,
2002,June,546,,England,51.5074,-0.1278,,,,,,
2002,June,547,,England,51.5074,-0.1278,,,,,,
2002,June,548,,England,51.5074,-0.1278,,,,,,
2002,July,549,,England,51.5074,-0.1278,,,,,,
2002,July,550,,England,51.5074,-0.1278,,,,,,
2002,July,551,,England,51.5074,-0.1278,,,,,,
2002,July,552,,England,51.5074,-0.1278,,,,,,
2002,August,553,,England,51.5074,-0.1278,,,,,,
2002,August,554,,Florida,28.5383,-81.3792,,,,,,
2002,August,555,,Florida,28.5383,-81.3792,,,,,,
2002,August,556,,England,51.5074,-0.1278,,,,,,
2002,September,557,,England,51.5074,-0.1278,,,,,,
2002,September,558,,England,51.5074,-0.1278,,,,,,
2002,September,559,,England,51.5074,-0.1278,,,,,,
2002,September,560,,England,51.5074,-0.1278,,,,,,
2002,September,561,,England,51.5074,-0.1278,,,,,,
2002,October,562,,England,51.5074,-0.1278,,,,,,
2002,October,563,,England,51.5074,-0.1278,,,,,,
2002,October,564,,England,51.5074,-0.1278,,,,,,
2002,October,565,,England,51.5074,-0.1278,,,,,,
